Target Distance: 50, Step Size: 2
221: (x,y) = (0.0353556, 23.5492)
222: (x,y) = (1.06543, 21.8349)
223: (x,y) = (-0.572872, 20.6877)
224: (x,y) = (0.712703, 19.1557)
225: (x,y) = (1.77254, 17.4596)
226: (x,y) = (-0.219848, 17.6339)
227: (x,y) = (1.28957, 16.3218)
228: (x,y) = (0.476098, 14.4947)
229: (x,y) = (-1.30592, 15.4026)
230: (x,y) = (-3.13301, 14.5892)
231: (x,y) = (-2.88927, 16.5743)
232: (x,y) = (-0.900224, 16.3652)
233: (x,y) = (0.675798, 17.5965)
234: (x,y) = (2.67458, 17.5267)
235: (x,y) = (2.36171, 15.5513)
236: (x,y) = (3.17518, 13.7243)
237: (x,y) = (1.18279, 13.8986)
238: (x,y) = (0.274814, 12.1166)
239: (x,y) = (-0.633167, 13.8986)
240: (x,y) = (0.705094, 15.3849)
241: (x,y) = (-0.294906, 17.1169)
242: (x,y) = (0.486556, 15.2759)
243: (x,y) = (-0.927658, 16.6901)
244: (x,y) = (0.330983, 15.1358)
245: (x,y) = (0.0181143, 17.1112)
246: (x,y) = (-1.4913, 15.7991)
247: (x,y) = (-2.4913, 17.5311)
248: (x,y) = (-2.4564, 19.5308)
249: (x,y) = (-4.45366, 19.4262)
250: (x,y) = (-5.1704, 21.2933)
251: (x,y) = (-6.45597, 19.7612)
252: (x,y) = (-7.23743, 17.9202)
253: (x,y) = (-9.12847, 18.5714)
254: (x,y) = (-10.5178, 20.01)
255: (x,y) = (-8.56905, 19.5601)
256: (x,y) = (-10.1871, 20.7357)
257: (x,y) = (-12.0665, 21.4197)
258: (x,y) = (-11.8574, 19.4307)
259: (x,y) = (-13.8465, 19.2216)
260: (x,y) = (-13.2617, 17.309)
261: (x,y) = (-11.6857, 16.0777)
262: (x,y) = (-10.247, 14.6884)
263: (x,y) = (-9.86539, 12.7251)
264: (x,y) = (-11.678, 11.8799)
265: (x,y) = (-11.8871, 13.8689)
266: (x,y) = (-13.3734, 12.5307)
267: (x,y) = (-11.4101, 12.9123)
268: (x,y) = (-11.4799, 10.9135)
269: (x,y) = (-13.1572, 9.82424)
270: (x,y) = (-15.0244, 9.10751)
271: (x,y) = (-14.6086, 11.0638)
272: (x,y) = (-13.5785, 9.34947)
273: (x,y) = (-15.5785, 9.34947)
274: (x,y) = (-13.6089, 9.00217)
275: (x,y) = (-12.0329, 10.2335)
276: (x,y) = (-10.7473, 11.7656)
277: (x,y) = (-12.3653, 12.9412)
278: (x,y) = (-11.7142, 11.0501)
279: (x,y) = (-9.98213, 10.0501)
280: (x,y) = (-10.1912, 12.0392)
281: (x,y) = (-10.1912, 10.0392)
282: (x,y) = (-9.28321, 8.25715)
283: (x,y) = (-7.91921, 9.71985)
284: (x,y) = (-8.50396, 7.80724)
285: (x,y) = (-10.4445, 8.29109)
286: (x,y) = (-9.9607, 10.2317)
287: (x,y) = (-11.4928, 8.9461)
288: (x,y) = (-11.2837, 6.95706)
289: (x,y) = (-9.55169, 5.95706)
290: (x,y) = (-11.2837, 6.95706)
291: (x,y) = (-9.70771, 5.72574)
292: (x,y) = (-11.5621, 6.47495)
293: (x,y) = (-9.64947, 7.05969)
294: (x,y) = (-11.5982, 7.5096)
295: (x,y) = (-11.7029, 5.51234)
296: (x,y) = (-9.71779, 5.75608)
297: (x,y) = (-10.9214, 4.15881)
298: (x,y) = (-8.95817, 4.54042)
299: (x,y) = (-9.44201, 6.48101)
300: (x,y) = (-10.9514, 5.1689)
301: (x,y) = (-9.35416, 3.96527)
302: (x,y) = (-9.838, 2.02468)
303: (x,y) = (-9.62895, 0.0356315)
304: (x,y) = (-11.0676, -1.35369)
305: (x,y) = (-11.3805, -3.32906)
306: (x,y) = (-11.1714, -1.34002)
307: (x,y) = (-9.37385, -0.463276)
308: (x,y) = (-10.7121, -1.94957)
309: (x,y) = (-8.91452, -2.82631)
310: (x,y) = (-7.79614, -1.16823)
311: (x,y) = (-7.31229, -3.10882)
312: (x,y) = (-8.72651, -4.52304)
313: (x,y) = (-9.14233, -6.47933)
314: (x,y) = (-7.39309, -5.50971)
315: (x,y) = (-8.83177, -4.1204)
316: (x,y) = (-10.795, -3.73878)
317: (x,y) = (-12.2813, -5.07704)
318: (x,y) = (-14.0939, -5.92228)
319: (x,y) = (-15.5566, -4.55828)
320: (x,y) = (-15.4868, -2.5595)
321: (x,y) = (-16.3003, -0.732407)
322: (x,y) = (-17.4759, -2.35044)
323: (x,y) = (-18.8901, -3.76465)
324: (x,y) = (-16.988, -3.14662)
325: (x,y) = (-15.2919, -2.08678)
326: (x,y) = (-15.6048, -0.111406)
327: (x,y) = (-17.019, -1.52562)
328: (x,y) = (-15.9889, -3.23995)
329: (x,y) = (-17.1925, -1.64268)
330: (x,y) = (-19.1913, -1.71248)
331: (x,y) = (-21.14, -2.16238)
332: (x,y) = (-20.0508, -3.83973)
333: (x,y) = (-21.2544, -2.24245)
334: (x,y) = (-21.8724, -0.340341)
335: (x,y) = (-20.8424, 1.37399)
336: (x,y) = (-18.9297, 1.95874)
337: (x,y) = (-17.8114, 0.300662)
338: (x,y) = (-17.2937, 2.23251)
339: (x,y) = (-19.2828, 2.02346)
340: (x,y) = (-17.5008, 1.11548)
341: (x,y) = (-19.4134, 1.70022)
342: (x,y) = (-17.6007, 2.54546)
343: (x,y) = (-17.0495, 0.622932)
344: (x,y) = (-17.3968, 2.59255)
345: (x,y) = (-19.3858, 2.8016)
346: (x,y) = (-17.5314, 3.55082)
347: (x,y) = (-18.7901, 1.99653)
348: (x,y) = (-17.4261, 0.533818)
349: (x,y) = (-18.7382, -0.975601)
350: (x,y) = (-20.4343, 0.0842378)
351: (x,y) = (-18.796, -1.06292)
352: (x,y) = (-19.9144, -2.72099)
353: (x,y) = (-21.0328, -1.06292)
354: (x,y) = (-19.1202, -0.478172)
355: (x,y) = (-21.0898, -0.825468)
356: (x,y) = (-19.9714, -2.48354)
357: (x,y) = (-20.8481, -0.685955)
358: (x,y) = (-22.8478, -0.72086)
359: (x,y) = (-23.1951, 1.24876)
360: (x,y) = (-25.0862, 0.597619)
361: (x,y) = (-23.184, -0.0204147)
362: (x,y) = (-25.1537, 0.326882)
363: (x,y) = (-26.9513, -0.549861)
364: (x,y) = (-25.8329, -2.20794)
365: (x,y) = (-24.8939, -3.97383)
366: (x,y) = (-24.3763, -5.90568)
367: (x,y) = (-22.42, -5.48986)
368: (x,y) = (-23.9743, -6.7485)
369: (x,y) = (-24.1833, -8.73754)
370: (x,y) = (-23.5322, -6.84651)
371: (x,y) = (-21.8179, -5.81643)
372: (x,y) = (-23.3042, -4.47817)
373: (x,y) = (-23.3042, -6.47817)
374: (x,y) = (-24.9425, -5.33102)
375: (x,y) = (-23.0106, -4.81338)
376: (x,y) = (-22.3595, -2.92234)
377: (x,y) = (-23.8458, -1.58408)
378: (x,y) = (-23.8807, -3.58378)
379: (x,y) = (-22.0013, -4.26782)
380: (x,y) = (-22.245, -2.28272)
381: (x,y) = (-22.9942, -4.13709)
382: (x,y) = (-21.0379, -3.72127)
383: (x,y) = (-20.8636, -5.71366)
384: (x,y) = (-22.8199, -5.29783)
385: (x,y) = (-21.5886, -6.87386)
386: (x,y) = (-20.6497, -5.10796)
387: (x,y) = (-21.0313, -3.14471)
388: (x,y) = (-21.1011, -1.14592)
389: (x,y) = (-19.369, -0.145924)
390: (x,y) = (-21.3496, 0.132422)
391: (x,y) = (-19.8869, -1.23157)
392: (x,y) = (-21.8869, -1.23157)
393: (x,y) = (-23.3011, -2.64579)
394: (x,y) = (-24.9191, -1.47022)
395: (x,y) = (-26.1227, 0.127053)
396: (x,y) = (-26.3665, 2.11215)
397: (x,y) = (-25.4275, 0.346251)
398: (x,y) = (-26.6862, 1.90054)
399: (x,y) = (-28.4354, 2.87016)
400: (x,y) = (-27.8507, 0.957552)
401: (x,y) = (-26.0848, 1.8965)
402: (x,y) = (-25.5, 3.8091)
403: (x,y) = (-27.3911, 4.46024)
404: (x,y) = (-29.3908, 4.42534)
405: (x,y) = (-29.8746, 2.48474)
406: (x,y) = (-28.5363, 0.998455)
407: (x,y) = (-27.3327, 2.59573)
408: (x,y) = (-29.3327, 2.59573)
409: (x,y) = (-28.3938, 4.36162)
410: (x,y) = (-26.6445, 3.392)
411: (x,y) = (-28.6397, 3.53152)
412: (x,y) = (-29.3564, 5.39868)
413: (x,y) = (-30.7204, 3.93597)
414: (x,y) = (-30.3388, 5.89922)
415: (x,y) = (-30.095, 3.91413)
416: (x,y) = (-28.106, 3.70507)
417: (x,y) = (-27.9665, 5.7002)
418: (x,y) = (-25.9774, 5.49114)
419: (x,y) = (-25.8031, 3.49876)
420: (x,y) = (-26.3208, 5.43061)
421: (x,y) = (-25.3511, 7.17985)
422: (x,y) = (-23.6368, 8.20992)
423: (x,y) = (-21.9048, 9.20992)
424: (x,y) = (-19.9096, 9.07041)
425: (x,y) = (-19.6313, 7.08987)
426: (x,y) = (-18.8498, 5.24886)
427: (x,y) = (-20.8131, 4.86725)
428: (x,y) = (-18.828, 5.11098)
429: (x,y) = (-20.0035, 6.72902)
430: (x,y) = (-18.2215, 5.82104)
431: (x,y) = (-17.4401, 7.66205)
432: (x,y) = (-18.379, 9.42794)
433: (x,y) = (-16.9897, 10.8666)
434: (x,y) = (-17.6737, 12.746)
435: (x,y) = (-15.9078, 13.685)
436: (x,y) = (-14.5957, 15.1944)
437: (x,y) = (-16.4501, 14.4452)
438: (x,y) = (-17.8394, 13.0065)
439: (x,y) = (-16.1433, 11.9466)
440: (x,y) = (-16.5249, 13.9099)
441: (x,y) = (-14.7757, 12.9403)
442: (x,y) = (-15.7453, 11.191)
443: (x,y) = (-16.0237, 13.1716)
444: (x,y) = (-14.3854, 14.3187)
445: (x,y) = (-15.9826, 15.5224)
446: (x,y) = (-14.697, 13.9903)
447: (x,y) = (-14.7668, 11.9915)
448: (x,y) = (-16.7231, 12.4073)
449: (x,y) = (-18.7204, 12.512)
450: (x,y) = (-18.7204, 10.512)
451: (x,y) = (-20.6523, 11.0296)
452: (x,y) = (-19.2136, 9.6403)
453: (x,y) = (-20.4991, 8.10821)
454: (x,y) = (-19.8811, 10.0103)
455: (x,y) = (-21.3198, 11.3996)
456: (x,y) = (-22.0365, 13.2668)
457: (x,y) = (-22.3149, 15.2473)
458: (x,y) = (-21.6308, 13.368)
459: (x,y) = (-20.3187, 14.8774)
460: (x,y) = (-20.3187, 16.8774)
461: (x,y) = (-19.5695, 18.7317)
462: (x,y) = (-19.3952, 20.7241)
463: (x,y) = (-18.0569, 19.2378)
464: (x,y) = (-16.291, 20.1768)
465: (x,y) = (-17.1045, 18.3497)
466: (x,y) = (-17.6893, 16.4371)
467: (x,y) = (-16.1572, 17.7227)
468: (x,y) = (-14.2446, 18.3074)
469: (x,y) = (-12.8806, 19.7701)
470: (x,y) = (-14.6298, 18.8005)
471: (x,y) = (-13.5997, 20.5148)
472: (x,y) = (-14.938, 22.0011)
473: (x,y) = (-14.4203, 20.0693)
474: (x,y) = (-15.5959, 21.6873)
475: (x,y) = (-17.292, 20.6275)
476: (x,y) = (-18.9881, 19.5676)
477: (x,y) = (-17.2222, 20.5066)
478: (x,y) = (-15.5839, 21.6537)
479: (x,y) = (-17.0702, 22.992)
480: (x,y) = (-18.5089, 21.6027)
481: (x,y) = (-18.2651, 23.5878)
482: (x,y) = (-17.3572, 25.3698)
483: (x,y) = (-16.7724, 23.4572)
484: (x,y) = (-14.7834, 23.2481)
485: (x,y) = (-13.7834, 21.516)
486: (x,y) = (-11.8813, 20.898)
487: (x,y) = (-10.5173, 19.4353)
488: (x,y) = (-8.76802, 18.4657)
489: (x,y) = (-10.3223, 19.7243)
490: (x,y) = (-10.8062, 17.7837)
491: (x,y) = (-8.8429, 18.1654)
492: (x,y) = (-8.73823, 20.1626)
493: (x,y) = (-6.75314, 20.4064)
494: (x,y) = (-5.0039, 19.4367)
495: (x,y) = (-3.09129, 18.852)
496: (x,y) = (-2.37456, 20.7191)
497: (x,y) = (-3.49294, 22.3772)
498: (x,y) = (-5.44168, 22.8271)
499: (x,y) = (-3.49294, 23.277)
500: (x,y) = (-4.11098, 21.3749)
501: (x,y) = (-3.20299, 23.1569)
502: (x,y) = (-3.6529, 25.1057)
503: (x,y) = (-2.53451, 26.7637)
504: (x,y) = (-2.77825, 24.7787)
505: (x,y) = (-0.793157, 25.0224)
506: (x,y) = (0.145786, 26.7883)
507: (x,y) = (0.354843, 24.7992)
508: (x,y) = (1.32446, 26.5485)
509: (x,y) = (-0.516547, 27.3299)
510: (x,y) = (-2.49708, 27.0516)
511: (x,y) = (-0.499824, 27.1563)
512: (x,y) = (1.47555, 27.4691)
513: (x,y) = (2.65112, 29.0872)
514: (x,y) = (3.98938, 27.6009)
515: (x,y) = (4.371, 29.5641)
516: (x,y) = (6.30285, 29.0465)
517: (x,y) = (5.27278, 27.3322)
518: (x,y) = (3.63447, 26.185)
519: (x,y) = (2.37583, 27.7393)
520: (x,y) = (0.395297, 27.461)
521: (x,y) = (-1.28204, 28.5502)
522: (x,y) = (-2.99638, 29.5803)
523: (x,y) = (-1.5577, 28.191)
524: (x,y) = (0.156635, 27.1609)
525: (x,y) = (-1.83849, 27.3004)
526: (x,y) = (-1.28722, 25.3779)
527: (x,y) = (-3.17826, 26.029)
528: (x,y) = (-1.81426, 27.4918)
529: (x,y) = (-2.23008, 25.5355)
530: (x,y) = (-3.43371, 23.9382)
531: (x,y) = (-5.36556, 23.4205)
532: (x,y) = (-3.42497, 23.9044)
533: (x,y) = (-3.28546, 21.9093)
534: (x,y) = (-4.57103, 20.3772)
535: (x,y) = (-2.65843, 19.7924)
536: (x,y) = (-3.71826, 21.4885)
537: (x,y) = (-5.35657, 22.6357)
538: (x,y) = (-4.70543, 20.7446)
539: (x,y) = (-5.45464, 18.8903)
540: (x,y) = (-4.45464, 17.1582)
541: (x,y) = (-2.5059, 16.7083)
542: (x,y) = (-0.54265, 16.3267)
543: (x,y) = (1.34839, 16.9778)
544: (x,y) = (2.90268, 15.7192)
545: (x,y) = (1.8726, 14.0049)
546: (x,y) = (3.5687, 15.0647)
547: (x,y) = (1.57357, 15.2042)
548: (x,y) = (-0.411521, 15.448)
549: (x,y) = (-0.758818, 13.4783)
550: (x,y) = (-0.342994, 11.522)
551: (x,y) = (0.308142, 9.63101)
552: (x,y) = (1.15338, 7.81839)
553: (x,y) = (1.96685, 5.9913)
554: (x,y) = (0.791281, 7.60933)
555: (x,y) = (-0.622932, 6.19512)
556: (x,y) = (0.524221, 4.55682)
557: (x,y) = (-1.17188, 5.61665)
558: (x,y) = (0.192121, 7.07936)
559: (x,y) = (-1.63497, 7.89284)
560: (x,y) = (-3.55749, 8.44411)
561: (x,y) = (-5.51379, 8.85993)
562: (x,y) = (-3.62275, 8.2088)
563: (x,y) = (-5.19877, 9.44012)
564: (x,y) = (-6.89487, 8.38028)
565: (x,y) = (-5.34058, 9.63892)
566: (x,y) = (-7.12259, 8.73094)
567: (x,y) = (-5.68391, 7.34162)
568: (x,y) = (-7.4815, 6.46488)
569: (x,y) = (-8.94421, 7.82888)
570: (x,y) = (-7.0316, 7.24414)
571: (x,y) = (-5.2657, 8.18308)
572: (x,y) = (-7.19755, 7.66544)
573: (x,y) = (-7.26735, 9.66422)
574: (x,y) = (-8.9994, 10.6642)
575: (x,y) = (-9.13892, 8.66909)
576: (x,y) = (-7.70024, 7.27978)
577: (x,y) = (-8.25151, 5.35725)
578: (x,y) = (-6.81283, 3.96794)
579: (x,y) = (-8.01646, 2.37067)
580: (x,y) = (-7.63484, 0.407412)
581: (x,y) = (-5.63515, 0.442317)
582: (x,y) = (-7.09786, -0.92168)
583: (x,y) = (-9.09511, -0.817008)
584: (x,y) = (-7.11002, -1.06075)
585: (x,y) = (-9.1088, -0.990947)
586: (x,y) = (-10.0477, -2.75684)
587: (x,y) = (-11.0477, -1.02479)
588: (x,y) = (-12.9703, -1.57607)
589: (x,y) = (-13.8155, -3.38868)
590: (x,y) = (-11.8265, -3.17963)
591: (x,y) = (-13.3808, -1.92098)
592: (x,y) = (-14.5279, -3.55929)
593: (x,y) = (-14.4581, -5.55807)
594: (x,y) = (-13.311, -3.91977)
595: (x,y) = (-15.2428, -3.40213)
596: (x,y) = (-13.2941, -3.85203)
597: (x,y) = (-15.2913, -3.74736)
598: (x,y) = (-16.1366, -5.55997)
599: (x,y) = (-17.2549, -7.21805)
600: (x,y) = (-18.0042, -5.36368)
601: (x,y) = (-18.6222, -7.26579)
602: (x,y) = (-20.1982, -6.03447)
603: (x,y) = (-21.4838, -4.50238)
604: (x,y) = (-22.329, -6.315)
605: (x,y) = (-24.3181, -6.10594)
606: (x,y) = (-23.8682, -4.1572)
607: (x,y) = (-22.454, -5.57141)
608: (x,y) = (-23.8682, -4.1572)
609: (x,y) = (-25.7353, -3.44047)
610: (x,y) = (-27.3934, -4.55885)
611: (x,y) = (-26.0294, -6.02156)
612: (x,y) = (-25.3127, -4.1544)
613: (x,y) = (-23.3431, -4.50169)
614: (x,y) = (-21.3458, -4.60637)
615: (x,y) = (-19.3485, -4.71104)
616: (x,y) = (-19.9666, -2.80892)
617: (x,y) = (-21.0559, -4.48627)
618: (x,y) = (-22.9352, -5.17031)
619: (x,y) = (-21.6231, -6.67973)
620: (x,y) = (-23.0124, -8.1184)
621: (x,y) = (-22.1672, -9.93102)
622: (x,y) = (-20.2185, -9.48112)
623: (x,y) = (-20.3928, -7.48873)
624: (x,y) = (-22.3153, -6.93745)
625: (x,y) = (-24.0973, -6.02947)
626: (x,y) = (-24.4446, -7.99909)
627: (x,y) = (-24.3748, -6.00031)
628: (x,y) = (-22.3824, -5.826)
629: (x,y) = (-23.4125, -7.54033)
630: (x,y) = (-25.3612, -7.09043)
631: (x,y) = (-27.2838, -7.6417)
632: (x,y) = (-28.4593, -6.02367)
633: (x,y) = (-30.3137, -5.27446)
634: (x,y) = (-28.6556, -6.39284)
635: (x,y) = (-26.7646, -7.04398)
636: (x,y) = (-26.9389, -9.03637)
637: (x,y) = (-25.6006, -10.5227)
638: (x,y) = (-26.832, -8.94664)
639: (x,y) = (-26.6229, -10.9357)
640: (x,y) = (-24.7004, -11.487)
641: (x,y) = (-25.8759, -9.86892)
642: (x,y) = (-27.2142, -8.38263)
643: (x,y) = (-29.1268, -8.96737)
644: (x,y) = (-27.4495, -7.8781)
645: (x,y) = (-28.1335, -5.99871)
646: (x,y) = (-29.1934, -4.30261)
647: (x,y) = (-31.106, -3.71787)
648: (x,y) = (-29.3739, -4.71787)
649: (x,y) = (-28.4659, -6.49988)
650: (x,y) = (-29.6131, -4.86158)
651: (x,y) = (-29.8221, -6.85062)
652: (x,y) = (-27.8234, -6.78082)
653: (x,y) = (-29.6777, -7.53004)
654: (x,y) = (-29.5034, -5.53765)
655: (x,y) = (-30.4114, -7.31966)
656: (x,y) = (-29.5347, -9.11725)
657: (x,y) = (-27.535, -9.15215)
658: (x,y) = (-29.5347, -9.18706)
659: (x,y) = (-29.153, -7.2238)
660: (x,y) = (-29.153, -9.2238)
661: (x,y) = (-30.935, -8.31582)
662: (x,y) = (-31.5862, -10.2069)
663: (x,y) = (-30.0102, -8.97554)
664: (x,y) = (-29.2287, -10.8165)
665: (x,y) = (-30.3471, -12.4746)
666: (x,y) = (-28.8377, -11.1625)
667: (x,y) = (-30.3004, -9.79851)
668: (x,y) = (-31.6125, -8.28909)
669: (x,y) = (-30.3269, -6.757)
670: (x,y) = (-32.2395, -7.34174)
671: (x,y) = (-33.2395, -5.60969)
672: (x,y) = (-34.0848, -7.42231)
673: (x,y) = (-33.7375, -5.45269)
674: (x,y) = (-32.7375, -7.18474)
675: (x,y) = (-33.2551, -9.11659)
676: (x,y) = (-31.6371, -10.2922)
677: (x,y) = (-33.5858, -10.7421)
678: (x,y) = (-31.7882, -9.86533)
679: (x,y) = (-33.6292, -9.08386)
680: (x,y) = (-31.6368, -8.90955)
681: (x,y) = (-30.1048, -10.1951)
682: (x,y) = (-30.1397, -12.1948)
683: (x,y) = (-30.314, -14.1872)
684: (x,y) = (-28.6366, -13.0979)
685: (x,y) = (-29.8122, -11.4799)
686: (x,y) = (-30.0213, -9.49086)
687: (x,y) = (-30.8027, -7.64985)
688: (x,y) = (-28.854, -8.09975)
689: (x,y) = (-26.9519, -8.71778)
690: (x,y) = (-26.3338, -6.81567)
691: (x,y) = (-28.2564, -7.36694)
692: (x,y) = (-29.5419, -8.89903)
693: (x,y) = (-27.776, -7.96009)
694: (x,y) = (-28.8944, -6.30201)
695: (x,y) = (-30.5327, -5.15486)
696: (x,y) = (-29.948, -7.06747)
697: (x,y) = (-27.9917, -7.48329)
698: (x,y) = (-26.0221, -7.136)
699: (x,y) = (-25.6062, -5.1797)
700: (x,y) = (-27.5868, -5.45805)
701: (x,y) = (-26.87, -3.59089)
702: (x,y) = (-28.234, -2.12818)
703: (x,y) = (-26.234, -2.12818)
704: (x,y) = (-25.9212, -4.10356)
705: (x,y) = (-24.4825, -5.49287)
706: (x,y) = (-25.3592, -3.69529)
707: (x,y) = (-25.0809, -5.67582)
708: (x,y) = (-25.5985, -7.60767)
709: (x,y) = (-27.5548, -7.19185)
710: (x,y) = (-29.55, -7.33136)
711: (x,y) = (-28.8988, -5.44033)
712: (x,y) = (-29.2804, -3.47707)
713: (x,y) = (-29.2455, -1.47738)
714: (x,y) = (-28.2455, 0.254674)
715: (x,y) = (-28.385, -1.74045)
716: (x,y) = (-28.3152, -3.73924)
717: (x,y) = (-28.3152, -5.73924)
718: (x,y) = (-28.7311, -7.69553)
719: (x,y) = (-30.7064, -7.38266)
720: (x,y) = (-28.7259, -7.66101)
721: (x,y) = (-26.9283, -8.53775)
722: (x,y) = (-25.374, -7.27911)
723: (x,y) = (-23.3935, -7.00076)
724: (x,y) = (-22.3935, -8.73281)
725: (x,y) = (-24.2061, -7.88758)
726: (x,y) = (-25.1451, -9.65347)
727: (x,y) = (-26.4833, -8.16718)
728: (x,y) = (-28.0593, -9.39851)
729: (x,y) = (-29.2065, -7.7602)
730: (x,y) = (-30.4651, -6.20591)
731: (x,y) = (-32.4347, -6.55321)
732: (x,y) = (-34.398, -6.17159)
733: (x,y) = (-32.4347, -6.55321)
734: (x,y) = (-33.184, -4.69884)
735: (x,y) = (-32.8711, -2.72346)
736: (x,y) = (-31.2328, -1.57631)
737: (x,y) = (-29.3009, -1.05867)
738: (x,y) = (-27.4599, -0.277209)
739: (x,y) = (-27.8415, -2.24046)
740: (x,y) = (-27.7369, -4.23772)
741: (x,y) = (-25.9393, -5.11446)
742: (x,y) = (-26.3892, -7.0632)
743: (x,y) = (-24.4871, -7.68124)
744: (x,y) = (-22.869, -6.50567)
745: (x,y) = (-21.6654, -8.10294)
746: (x,y) = (-23.6605, -7.96343)
747: (x,y) = (-25.6496, -8.17248)
748: (x,y) = (-25.4058, -6.18739)
749: (x,y) = (-25.6842, -8.16793)
750: (x,y) = (-26.1, -10.1242)
751: (x,y) = (-27.2472, -11.7625)
752: (x,y) = (-26.3392, -13.5445)
753: (x,y) = (-28.2186, -12.8605)
754: (x,y) = (-30.1207, -12.2425)
755: (x,y) = (-28.3231, -11.3657)
756: (x,y) = (-26.3307, -11.54)
757: (x,y) = (-28.2532, -10.9888)
758: (x,y) = (-26.3126, -10.5049)
759: (x,y) = (-25.4359, -8.70733)
760: (x,y) = (-23.4872, -8.25743)
761: (x,y) = (-25.253, -7.31848)
762: (x,y) = (-24.1059, -5.68018)
763: (x,y) = (-25.136, -7.39451)
764: (x,y) = (-27.0847, -6.94461)
765: (x,y) = (-26.4667, -5.0425)
766: (x,y) = (-28.3985, -4.52486)
767: (x,y) = (-26.5714, -3.71139)
768: (x,y) = (-25.8874, -1.832)
769: (x,y) = (-25.0739, -3.65909)
770: (x,y) = (-23.2329, -4.44055)
771: (x,y) = (-21.9743, -5.99485)
772: (x,y) = (-19.9743, -5.99485)
773: (x,y) = (-21.9731, -5.92505)
774: (x,y) = (-23.8752, -5.30701)
775: (x,y) = (-23.8752, -7.30701)
776: (x,y) = (-22.8153, -9.00311)
777: (x,y) = (-23.1626, -10.9727)
778: (x,y) = (-21.7733, -9.53405)
779: (x,y) = (-19.8823, -10.1852)
780: (x,y) = (-18.4436, -11.5745)
781: (x,y) = (-17.8588, -13.4871)
782: (x,y) = (-18.6081, -15.3415)
783: (x,y) = (-18.399, -17.3305)
784: (x,y) = (-20.3978, -17.2607)
785: (x,y) = (-22.3674, -17.608)
786: (x,y) = (-23.1489, -19.449)
787: (x,y) = (-25.1052, -19.8648)
788: (x,y) = (-23.3076, -18.9881)
789: (x,y) = (-22.5261, -20.8291)
790: (x,y) = (-20.6851, -21.6106)
791: (x,y) = (-18.6851, -21.6106)
792: (x,y) = (-20.2394, -20.3519)
793: (x,y) = (-21.4707, -18.7759)
794: (x,y) = (-22.5891, -20.434)
795: (x,y) = (-21.3305, -18.8797)
796: (x,y) = (-20.3004, -17.1654)
797: (x,y) = (-21.27, -18.9146)
798: (x,y) = (-19.2727, -18.8099)
799: (x,y) = (-17.9606, -17.3005)
800: (x,y) = (-19.9606, -17.3005)
801: (x,y) = (-19.5107, -15.3518)
802: (x,y) = (-19.5805, -17.3506)
803: (x,y) = (-19.3715, -19.3396)
804: (x,y) = (-17.6754, -20.3994)
805: (x,y) = (-16.0173, -21.5178)
806: (x,y) = (-14.0322, -21.2741)
807: (x,y) = (-13.2187, -23.1012)
808: (x,y) = (-11.27, -23.5511)
809: (x,y) = (-13.1826, -24.1358)
810: (x,y) = (-14.9146, -23.1358)
811: (x,y) = (-12.9584, -23.5516)
812: (x,y) = (-14.8989, -23.0678)
813: (x,y) = (-16.4532, -21.8092)
814: (x,y) = (-18.2352, -20.9012)
815: (x,y) = (-16.3559, -20.2171)
816: (x,y) = (-16.7032, -22.1868)
817: (x,y) = (-15.5848, -20.5287)
818: (x,y) = (-15, -18.6161)
819: (x,y) = (-16.2587, -20.1704)
820: (x,y) = (-16.9098, -22.0614)
821: (x,y) = (-18.8903, -21.7831)
822: (x,y) = (-20.803, -21.1983)
823: (x,y) = (-21.2868, -23.1389)
824: (x,y) = (-22.4904, -21.5416)
825: (x,y) = (-20.6633, -22.3551)
826: (x,y) = (-20.5587, -24.3524)
827: (x,y) = (-20.5936, -22.3527)
828: (x,y) = (-21.2776, -20.4733)
829: (x,y) = (-22.0911, -22.3004)
830: (x,y) = (-20.7271, -20.8377)
831: (x,y) = (-18.9, -20.0242)
832: (x,y) = (-20.8406, -19.5403)
833: (x,y) = (-19.8406, -17.8083)
834: (x,y) = (-20.7486, -19.5903)
835: (x,y) = (-22.7182, -19.243)
836: (x,y) = (-20.7185, -19.2081)
837: (x,y) = (-22.3365, -20.3837)
838: (x,y) = (-24.1185, -19.4757)
839: (x,y) = (-23.4018, -21.3429)
840: (x,y) = (-25.4006, -21.2731)
841: (x,y) = (-24.431, -19.5238)
842: (x,y) = (-24.2219, -21.5129)
843: (x,y) = (-24.7395, -23.4447)
844: (x,y) = (-25.0868, -25.4143)
845: (x,y) = (-25.3652, -23.4338)
846: (x,y) = (-27.3215, -23.018)
847: (x,y) = (-25.5395, -22.11)
848: (x,y) = (-25.4348, -24.1073)
849: (x,y) = (-26.1515, -25.9744)
850: (x,y) = (-28.0834, -25.4568)
851: (x,y) = (-29.2018, -27.1148)
852: (x,y) = (-31.1771, -27.4277)
853: (x,y) = (-31.593, -29.384)
854: (x,y) = (-33.4601, -28.6673)
855: (x,y) = (-32.3417, -27.0092)
856: (x,y) = (-31.6906, -25.1182)
857: (x,y) = (-30.3785, -23.6087)
858: (x,y) = (-30.7258, -25.5784)
859: (x,y) = (-28.8347, -24.9272)
860: (x,y) = (-29.9819, -23.2889)
861: (x,y) = (-31.9709, -23.498)
